# Yarn → Mojmap 成员对照表（m413 gradlew mojmapMembers 生成，勿手改）
# 过滤：仅本仓源码出现过的标识符 × 名字确实变了的成员；列=种类(M/F)	Yarn名	Mojmap名	宿主类(样本)
F	shape	lightShape	LightSectionDebugRenderer$SectionData
F	shapes	shapesCache	BigDripleafBlock
F	shift	bit	RelativeMovement
F	side	direction	BlockHitResult
F	side	facing	ItemModelGenerator$Span
F	side	flow	ProtocolCodecBuilder,ProtocolInfoBuilder
F	side	receiving	Connection
F	size	base	TropicalFish$Pattern
F	size	bufferSize	ChunkedSampleByteBuf
F	size	bytes	VertexFormat$IndexType
F	size	capacity	ByteBufferBuilder,ByteBufferBuilder$Result
F	size	count	RunningTrimmedMean
F	size	diameter	StoringChunkProgressListener
F	size	index	DebugBuffer
F	size	indexCount	RenderSystem$AutoStorageIndexBuffer
F	size	lastSeenCount	LastSeenMessagesValidator
F	size	maxDepth	JigsawStructure
F	size	oldSize	ClientboundInitializeBorderPacket,ClientboundSetBorderLerpSizePacket
F	size	resultLength	IndirectMerger
F	size	structureSize	StructureBlockEntity
F	slot	slotNum	ServerboundContainerClickPacket
F	slot	target	CreativeModeInventoryScreen$SlotWrapper
F	slotId	slotIndex	CyclingSlotBackground
F	slots	ingredientPos	OverlayRecipeComponent$OverlayRecipeButton
F	slots	ingredients	GhostRecipe
F	slots	originalSlots	CreativeModeInventoryScreen
F	slots	storage	Stitcher
F	sounds	instanceBySource	SoundEngine
F	sounds	list	WeighedSoundEvents
F	sounds	playedAt	SubtitleOverlay$Subtitle
F	sounds	registry	SoundManager
F	sources	activeChannels	Library$CountingChannelPool
F	sources	channels	ChannelAccess
F	sources	instanceToChannel	SoundEngine
F	speed	deltaRotation	CompassItemPropertyFunction$CompassWobble
F	speed	flyDist	Entity
F	speed	maxSpeed	ClientboundLevelParticlesPacket
F	speed	scrollSpeed	WinScreen
F	speed	speedModifier	AnimalMakeLove,BreedGoal,Dolphin$DolphinSwimWithPlayerGoal,Drowned$DrownedGoToWaterGoal,Drowned$DrownedSwimUpGoal,FleeSunGoal
F	speed	speedMultiplier	AnimalPanic
F	speed	walkSpeed	PrepareRamNearestTarget
F	sprite	image	Unstitcher$RegionInstance
F	sprite	particleIcon	MultiPartBakedModel,SimpleBakedModel
F	sprite	particleTexture	BuiltInModel
F	sprite	spriteId	SingleFile
F	stack	carriedItem	ServerboundContainerClickPacket
F	stack	consumerStack	CollectToTag
F	stack	item	DecoratedPotBlockEntity
F	stack	itemStack	ClientboundContainerSetSlotPacket,EntitySelector$MobCanWearArmorEntitySelector,HoverEvent$ItemStackInfo,ItemParticleOption,UseOnContext,VillagerTrades$EmeraldForItems
F	stack	last	EnchantmentScreen
F	stack	pickupItemStack	AbstractArrow
F	stack	poseStack	PoseStack
F	stacks	ingredients	OverlayRecipeComponent$OverlayRecipeButton$Pos
F	stacks	itemStacks	ResultContainer
F	stacks	items	BundleContents,BundleContents$Mutable,CraftingInput,Hotbar,ItemContainerContents,TransientCraftingContainer
F	start	from	ClipBlockStateContext,ClipContext
F	start	position	FastBufferedInputStream
F	start	startPosition	PrepareRamNearestTarget$RamCandidate
F	state	blockState	ClientboundBlockUpdatePacket,SculkCatalystBlockEntity$CatalystListener
F	state	crossbowState	CrossbowAttack
F	state	currentGoal	FollowBoatGoal
F	state	currentState	FishingHook
F	state	data	MapRenderer$MapInstance
F	state	enabled	GlStateManager$BooleanState
F	state	fluidType	Aquifer$FluidStatus
F	state	operation	MoveControl
F	state	properties	BlockPredicate$Builder,FluidPredicate$Builder
F	state	protocolInfo	PacketDecoder,PacketEncoder
F	state	replaceState	ReplaceSphereConfiguration
F	state	serverResponse	ServerPackManager$RemovalReason
F	state	siegeState	VillageSiege
F	stats	map	StatType
F	status	activationStatus	ServerPackManager$ServerPackData
F	status	chunkStatus	EntitySection
F	status	eventId	ClientboundEntityEventPacket
F	status	highestAllowedStatus	GenerationChunkHolder
F	status	state	ServerData
F	status	type	FilterMask
F	step	rota	ItemProperties$1
F	step	steps	Display$PosRotInterpolationTarget
F	steps	legIndex	BlockPos$5
F	stone	filler	OreVeinifier$VeinType
F	stopped	closed	SectionRenderDispatcher
F	stopped	isClosing	MinecraftServerGui
F	stopped	shutdown	SoundEngineExecutor
F	stopped	stoppedByCollision	Particle
F	storage	data	Heightmap
F	storage	levelSource	WorldOpenFlows
F	storage	noiseBiomeSource	BiomeManager
F	storage	simpleRegionStorage	EntityStorage
F	storage	updatingSectionData	LayerLightSectionStorage
F	stream	in	FastBufferedInputStream
F	stream	outputStream	Screenshot
F	strength	fade	BiomeAmbientSoundsHandler$LoopSoundInstance
F	string	original	NbtPathArgument$NbtPath
F	string	plainText	SubStringSource
F	style	overlay	BossEvent,ClientboundBossEventPacket$AddOperation,ClientboundBossEventPacket$UpdateStyleOperation
F	symbol	idParser	ResourceLookupRule
F	syncId	containerId	AbstractContainerMenu,ClientboundContainerClosePacket,ClientboundContainerSetContentPacket,ClientboundContainerSetDataPacket,ClientboundContainerSetSlotPacket,ClientboundHorseScreenOpenPacket
F	tag	fluids	FluidPredicate$Builder
F	tag	key	HolderSet$Named
F	tail	bodyBack	SalmonModel
F	tail	tailParts	GuardianModel
F	taken	takenDamage	DamagePredicate$Builder
F	target	attackTarget	DragonStrafePlayerPhase
F	target	canInteractWith	FoodOnAStickItem
F	target	entityTarget	EntityHasScoreCondition$Builder
F	target	finalTarget	ShulkerBullet
F	target	followingMob	FollowMobGoal
F	target	followingPlayer	ExperienceOrb
F	target	getter	ContextNbtProvider
F	target	lookAt	LookAtPlayerGoal
F	target	outputState	RenderType$CompositeState,RenderType$CompositeState$CompositeStateBuilder
F	target	poiPos	MoveThroughVillageGoal
F	target	potentialTarget	DefendVillageTargetGoal
F	target	resolutionContext	SetLoreFunction$Builder
F	target	targetLocation	DragonDeathPhase,DragonHoverPhase,DragonLandingPhase
F	target	targetMob	TargetGoal
F	target	targetState	ReplaceSphereConfiguration
F	targetId	lastTargetId	Illusioner$IllusionerBlindnessSpellGoal
F	targetName	folderName	WorldUpgrader$AbstractUpgrader
F	targets	chestIds	TrappedChestBlockEntityFix$TrappedChestSection
F	targets	jumpCandidates	LongJumpToRandomPos
F	targets	targetStates	OreConfiguration,ReplaceBlockConfiguration
F	template	wallType	WoodlandMansionPieces$PlacementData
F	templates	structureRepository	StructureTemplateManager
F	test	parent	GameTestSequence
F	test	testInfo	GameTestHelper
F	text	asComponent	BookEditScreen$LineInfo
F	text	caption	OptionInstance
F	text	displayName	StructureMode,TropicalFish$Pattern
F	text	label	SwitchGrid$SwitchBuilder
F	text	lines	ServerboundSignUpdatePacket
F	text	message	PlainTextButton,SpriteIconButton$Builder
F	text	name	CreateBuffetWorldScreen$BiomeList$Entry,GameModeSwitcherScreen$GameModeIcon,KeyBindsList$CategoryEntry,LevelType,PresetFlatWorldScreen$PresetsList$Entry
F	text	splash	SplashRenderer
F	text	title	ReportReason
F	text	value	EditBox,FixedFormat,MultilineTextField
F	texture	backgroundTexture	CreativeModeTab,CreativeModeTab$Builder
F	texture	clothesLocation	SkeletonClothingLayer
F	texture	holder	Stitcher$Region
F	texture	lightTexture	LightTexture
F	texture	menuResource	ItemCombinerScreen
F	texture	missingTexture	MissingTextureAtlasSprite
F	texture	sprite	BeaconScreen$BeaconSpriteScreenButton,ClientBundleTooltip$Texture,GuiMessageTag$Icon,ImageWidget$Sprite,LockIconButton$Icon,SpriteIconButton
F	texture	textureLocation	SaddleLayer
F	texture	textureState	RenderType$CompositeState,RenderType$CompositeState$CompositeStateBuilder
F	textureGetter	modelTextureGetter	ModelBakery$ModelBakerImpl
F	textures	builder	RenderStateShard$MultiTextureStateShard$Builder
F	textures	byPath	TextureManager
F	textures	icons	CyclingSlotBackground
F	textures	logMapping	BlockModelGenerators$WoodProvider
F	textures	mapping	BlockModelGenerators$BlockFamilyProvider,TexturedModel
F	textures	sprites	ImageButton,StateSwitchingButton
F	third	property3	PropertyDispatch$C3,PropertyDispatch$C4,PropertyDispatch$C5
F	threshold	minimumAnger	AngerLevel
F	threshold	percentageIncreaseThreshold	MetricSampler$ValueIncreasedByPercentage
F	threshold	value	ItemOverride$Predicate,ItemOverrides$PropertyMatcher
F	tick	delayTicker	ServerReconfigScreen
F	tick	gameModeTicks	DemoMode
F	tick	lastTick	GameTestSequence
F	tick	startTick	MinecraftServer$TimeProfiler
F	tick	tickCount	GameTestInfo,ItemCooldowns,PlayerListComponent
F	tick	ticking	Visibility
F	tickCount	tick	PathNavigation,SingleTickProfiler
F	tickCount	time	ElytraOnPlayerSoundInstance
F	tickDelta	a	EnderDragonRenderer$DragonModel
F	tickDelta	deltaTickResidual	DeltaTracker$Timer
F	tickTimes	tickTimesNanos	MinecraftServer
F	ticker	timeSource	GameLoadTimesEvent
F	ticks	attackingTicks	DragonSittingAttackingPhase
F	ticks	confusionAnimationTick	GameRenderer
F	ticks	currentTick	ActiveMetricsRecorder
F	ticks	flameTicks	DragonSittingFlamingPhase
F	ticks	pendingTicks	LevelChunkTicks
F	ticks	pollinatingTicks	Bee$BeePollinateGoal
F	ticks	raiseArmTicks	ZombieAttackGoal
F	ticks	rideCooldownCounter	ShoulderRidingEntity
F	ticks	scanningTime	DragonSittingScanningPhase
F	ticks	tick	RecordedDeviation
F	ticks	tickCount	ConduitBlockEntity,Connection,Gui,MinecraftServer,ServerGamePacketListenerImpl,SoundEngine
F	ticks	time	DragonDeathPhase,EnchantingTableBlockEntity,EnchantmentScreen
F	ticks	timeWaiting	CraftPlanksTutorialStep,FindTreeTutorialStepInstance,MovementTutorialStepInstance,OpenInventoryTutorialStep,PunchTreeTutorialStepInstance
F	ticks	travellingTicks	Bee$BeeGoToHiveGoal,Bee$BeeGoToKnownFlowerGoal
F	time	gameTime	ClientLevel$ClientLevelData,ClientboundSetTimePacket,PrimaryLevelData
F	time	lastClickTime	ServerSelectionList$NetworkServerEntry,ServerSelectionList$OnlineServerEntry,WorldSelectionList$WorldListEntry
F	time	rotation	ItemProperties$1
F	time	scroll	WinScreen
F	time	startNanos	MinecraftServer$TimeProfiler
F	time	when	RedstoneTorchBlock$Toggle
F	times	values	RunningTrimmedMean
F	title	header	ProgressScreen
F	tooltip	deferredTooltipRendering	Screen
F	tooltip	info	SwitchGrid$SwitchBuilder
F	tooltip	linesCache	HoverEvent$EntityTooltipInfo
F	tooltip	toolTip	RealmsConfigureWorldScreen,RealmsPendingInvitesScreen
F	translationKey	descriptionId	Attribute,Block,EntityType,Item,MobEffect
F	translationKey	key	AttackIndicatorStatus,ChatVisiblity,CloudStatus,GraphicsStatus,ParticleStatus
F	translationKey	name	InputConstants$Key,KeyMapping
F	tree	index	Climate$ParameterList
F	type	action	ServerboundInteractPacket
F	type	attribute	AttributeInstance
F	type	b0	ClientboundBlockEventPacket
F	type	bodyType	AnimalArmorItem
F	type	category	MetricSampler,MetricSampler$MetricSamplerBuilder
F	type	clazz	Property
F	type	dataType	BlockEntityType
F	type	defaultType	SpawnEggItem
F	type	effect	MobEffectInstance
F	type	entityType	EntityPredicate$Builder,Raid$RaiderType
F	type	icon	TutorialToast
F	type	id	SystemToast
F	type	menuType	AbstractContainerMenu
F	type	mode	ServerboundSetCommandBlockPacket
F	type	name	LootContext$EntityTarget
F	type	packType	BuiltInPackSource,FolderRepositorySource
F	type	paramSet	LootTable,LootTable$Builder
F	type	poiType	PoiRecord
F	type	property	ItemOverride$Predicate
F	type	protocol	ProtocolInfoBuilder
F	type	renderType	ClientboundSetObjectivePacket
F	type	rootFolderName	MetricsPersister
F	type	sampleType	RemoteSampleLogger
F	type	variant	Rabbit$RabbitGroupData
F	types	keys	LayeredRegistryAccess
F	types	phases	EnderDragonPhase
F	types	type	AddNewChoices
F	update	updateDelay	SculkSpreader$ChargeCursor
F	updateListeners	dirtyListeners	ServerScoreboard
F	used	alreadyNarrated	ScreenNarrationCollector$NarrationEntry
F	used	claimed	OceanMonumentPieces$RoomDefinition
F	uuid	entityUUID	EntitySelector,EntitySelectorParser
F	uuid	id	BossEvent,ClientboundBossEventPacket,HoverEvent$EntityTooltipInfo,PlayerEntry
F	valid	isValid	PoiSection
F	value	cachedValue	AttributeInstance
F	value	contents	NarrationThunk,NestedLootTable
F	value	data	ByteArrayTag,ByteTag,DoubleTag,FloatTag,IntArrayTag,IntTag
F	value	flagValue	AddFlagIfNotPresentFix
F	value	glFormat	NativeImage$InternalGlFormat
F	value	id	Team$CollisionRule,Team$Visibility
F	value	initialValue	CycleButton$Builder
F	value	list	ListTag
F	value	location	ResourceKey
F	value	object	InteractionResultHolder
F	value	param	ClientboundGameEventPacket
F	value	rotation	CompassItemPropertyFunction$CompassWobble
F	value	valueProvider	SetCustomModelDataFunction
F	values	keys	CrudeIncrementalIntIdentityHashBiMap
F	values	map	ResourceMetadata$Builder
F	values	recording	MetricSampler$SamplerResult
F	values	sample	AbstractSampleLogger
F	vertexConsumers	bufferSource	Font$StringRenderOutput,GuiGraphics
F	vertexData	vertices	BakedQuad
F	visible	isVisible	OverlayRecipeComponent
F	visited	closed	Node
F	wall	sandstone	DesertWellFeature
F	width	axis1Size	BlockUtil$FoundRectangle
F	width	commandUsageWidth	CommandSuggestions
F	width	frameWidth	AnimationMetadataSection
F	width	lastEntryWidth	RealmsMainScreen$NotificationMessageEntry
F	width	minWidth	SpriteLoader
F	width	screenWidth	PostChain
F	width	storageX	Stitcher
F	width	w	ClientBundleTooltip$Texture
F	width	xTexSize	MaterialDefinition
F	window	suggestions	CommandSuggestions
F	world	collisionGetter	BlockCollisions
F	world	heightAccessor	StructureCheck
F	world	level	AbstractFurnaceMenu,BegGoal,BlockEntity,BlockEntityRenderDispatcher,BlockInWorld,BlockPattern$BlockCacheLoader
F	world	levelHeightAccessor	ChunkHolder,LevelLightEngine,SectionStorage
F	world	worldData	QuickPlayLog
F	write	filters	SnbtToNbt
F	writer	log	TelemetryEventLog
F	writer	output	CsvOutput,DebugCommand$Tracer,ItemModelGenerators
F	writer	serializer	VariantProperty
F	writer	sessionLog	TelemetryLogManager
F	x	camX	Frustum
F	x	commandUsagePosition	CommandSuggestions
F	x	left	Camera$NearPlane,LocalCoordinates
F	x	leftPos	AbstractContainerScreen
F	x	lerpX	Boat
F	x	originX	Stitcher$Region
F	x	targetX	Display$PosRotInterpolationTarget
F	x	u	UVPair
F	x	wantedX	Drowned$DrownedGoToWaterGoal,LookControl,MoveTowardsRestrictionGoal,MoveTowardsTargetGoal
F	x	xOffset	RowButton
F	x	xPos	Rect2i
F	x	xpos	MouseHandler
F	x	y	OverlayRecipeComponent$OverlayRecipeButton$Pos
F	xp	villagerXp	ZombieVillager
F	y	camY	Frustum
F	y	fluidLevel	Aquifer$FluidStatus
F	y	index	LeavesFix$Section
F	y	lerpY	Boat
F	y	originY	LargeDripstoneFeature$WindOffsetter,Stitcher$Region
F	y	targetY	Display$PosRotInterpolationTarget
F	y	topPos	AbstractContainerScreen
F	y	up	Camera$NearPlane,LocalCoordinates
F	y	v	UVPair
F	y	wantedY	Drowned$DrownedGoToWaterGoal,LookControl,MoveTowardsRestrictionGoal,MoveTowardsTargetGoal
F	y	x	OverlayRecipeComponent$OverlayRecipeButton$Pos
F	y	yOffset	RowButton
F	y	yPos	Rect2i
F	y	ypos	MouseHandler
F	z	camZ	Frustum
F	z	forwards	LocalCoordinates
F	z	lerpZ	Boat
F	z	targetZ	Display$PosRotInterpolationTarget
F	z	wantedZ	Drowned$DrownedGoToWaterGoal,LookControl,MoveTowardsRestrictionGoal,MoveTowardsTargetGoal
F	z0	valueZ0	NoiseChunk$NoiseInterpolator
F	z1	valueZ1	NoiseChunk$NoiseInterpolator
M	accept	acceptAsRoot	Tag
M	accept	acceptPack	ServerPackManager
M	accept	callVisitor	GameRules$Type
M	accept	callVisitorCap	GameRules
M	accept	dispatch	ClientboundBossEventPacket,ClientboundBossEventPacket$Operation
M	accept	generate	AdvancementSubProvider,LootTableSubProvider
M	accept	onReceiveVibration	VibrationSystem$User
M	accept	parseRoot	TagType
M	accept	process	Options$OptionAccess
M	accept	processOptions	Options
M	accept	receiveVibration	VibrationSystem$Ticker
M	accept	signalResult	FunctionCommand$Callbacks
M	accept	visit	ModelPart$Visitor
M	accept	visitGameRuleTypes	GameRules
M	accepts	canReceiveVibration	VibrationSystem$User
M	accepts	shouldHandleMessage	PacketListener
M	add	accept	CreativeModeTab$Output
M	add	accountBytes	NbtAccounter
M	add	addAll	TagsProvider$TagAppender
M	add	addBit	SpatialLongSet$InternalMap
M	add	addChild	EqualSpacingLayout,FrameLayout,GridLayout,GridLayout$RowHelper,LinearLayout,LinearLayout$Orientation
M	add	addCodec	Cloner$Factory
M	add	addCommand	CommandHistory
M	add	addElement	TagBuilder
M	add	addEntry	DependencySorter,FieldTree,LastSeenMessagesTracker
M	add	addGoal	GoalSelector
M	add	addIfRegistered	BannerPatternLayers$Builder
M	add	addIndex	StructureFeatureIndexSavedData
M	add	addInternal	SortedArraySet
M	add	addKeyframe	Timeline
M	add	addKeyframes	Timeline
M	add	addPacket	BundlerInfo$Bundler,ProtocolInfoBuilder
M	add	addPending	LastSeenMessagesTracker
M	add	addPlayer	PlayerMap
M	add	addPoint	CubicSpline$Builder
M	add	addSound	WeighedSoundEvents
M	add	addSwitch	SwitchGrid$Builder
M	add	addTerm	CompositeLootItemCondition$Builder
M	add	addTestToTrack	MultipleTestTracker
M	add	addTicket	TickingTracker
M	add	addTimedToast	Tutorial
M	add	addToBuilder	ProtocolInfoBuilder$CodecEntry
M	add	addToast	ToastComponent
M	add	addValue	FilledProfileResults$CounterCollector
M	add	append	ComponentCollector
M	add	atLowerCornerWithOffset	Vec3
M	add	attach	EntityAttachments$Builder
M	add	collectAllContext	ChatReportContextBuilder
M	add	create	CustomBossEvents
M	add	createAddPacket	ClientboundBossEventPacket
M	add	define	SynchedEntityData$Builder
M	add	eat	FoodData
M	add	expect	DataComponentPredicate$Builder
M	add	extend	CubeDeformation
M	add	fillNextPage	ChatSelectionLogFiller
M	add	getOrCompute	PathTypeCache
M	add	increment	JfrStatsParser$MutableCountAndSize
M	add	markChunkPendingToSend	PlayerChunkSender
M	add	offset	BlockPos,Vec3i
M	add	pingServer	ServerStatusPinger
M	add	push	ChatLog,MessageSignatureCache,StrictQueue
M	add	put	ResourceMetadata$Builder
M	add	register	RegionFileVersion,WritableRegistry
M	add	registerModelAndLoadDependencies	ModelBakery
M	add	registerSprite	Stitcher
M	add	safeAdd	GameProfileCache
M	add	set	DataComponentMap$Builder,DataComponentPatch$Builder
M	add	setDetail	CrashReportCategory
M	add	setDetailError	CrashReportCategory
M	add	step	ScreenPosition,ScreenRectangle
M	add	store	ErrorCollector
M	add	submit	ChunkTaskPriorityQueue
M	add	subscribe	DataFetcher$Subscription
M	add	trackContext	ChatReportContextBuilder
M	add	tryInsert	BundleContents$Mutable
M	add	tryTransfer	BundleContents$Mutable
M	add	update	ClientCommonPacketListenerImpl$PackConfirmScreen
M	add	upgrade	ItemEnchantments$Mutable
M	add	withParameter	LootParams$Builder
M	addAll	acceptAll	CreativeModeTab$Output
M	addAll	addSmall	OptionsList
M	addBox	addPos	WorldGenAttemptRenderer
M	addEffect	and	MobEffectsPredicate$Builder
M	addEffect	withEffect	Enchantment$Builder
M	addInput	accountStack	StackedContents
M	addInput	put	StackedContents
M	addListener	addFailureListener	MultipleTestTracker
M	addListener	addSlotListener	AbstractContainerMenu
M	addListener	register	GameEventListenerRegistry
M	addListener	setupSummaryListener	JfrProfiler
M	addListener	trackListener	GameEventListenerRenderer
M	addSlot	addIngredient	GhostRecipe
M	addTicket	addRegionTicket	DistanceManager,ServerChunkCache
M	addUnenchantedInput	accountSimpleStack	StackedContents
M	all	cube	TextureMapping
M	ambient	forAmbientAddition	SimpleSoundInstance
M	ambient	forAmbientMood	SimpleSoundInstance
M	ambient	forLocalAmbience	SimpleSoundInstance
M	any	bredAnimals	BredAnimalsTrigger$TriggerInstance
M	any	brewedPotion	BrewedPotionTrigger$TriggerInstance
M	any	curedZombieVillager	CuredZombieVillagerTrigger$TriggerInstance
M	any	enchantedItem	EnchantedItemTrigger$TriggerInstance
M	any	tamedAnimal	TameAnimalTrigger$TriggerInstance
M	any	tradedWithVillager	TradeTrigger$TriggerInstance
M	any	usedItem	ConsumeItemTrigger$TriggerInstance
M	anyMatch	contains	NearestVisibleLivingEntities
M	append	addFlagString	Style$1Collector
M	append	addValueString	Style$1Collector
M	append	appendEntry	CollectToTag
M	apply	applyIfPresent	ToggleTooltips$ComponentToggle
M	apply	applyTargetPosAndRot	Display$PosRotInterpolationTarget
M	apply	applyTo	TypedDataComponent
M	apply	applyToAllPixels	NativeImage
M	apply	applyToMap	ClientboundMapItemDataPacket
M	apply	calculate	ModelBlockRenderer$AmbientOcclusionFace
M	apply	clamp	IntRange
M	apply	commit	PackSelectionModel
M	apply	computeSubstance	Aquifer
M	apply	decorate	ChatTypeDecoration,LootItemFunction
M	apply	finalizePosition	TreeNodePosition
M	apply	grant	AdvancementRewards
M	apply	handle	Packet,ServerboundMovePlayerPacket
M	apply	mapAll	CubicSpline,DensityFunction,DensityFunctions$Spline$Coordinate,NoiseRouter
M	apply	merge	FontOption$Filter
M	apply	mirror	Mirror
M	apply	modifyItems	ContainerComponentManipulator
M	apply	onChangedBlock	EnchantmentLocationBasedEffect
M	apply	process	EnchantmentValueEffect
M	apply	resolve	ItemOverrides
M	apply	select	ChatTypeDecoration$Parameter
M	apply	setContents	ContainerComponentManipulator
M	apply	setMemoryInternal	Brain$MemoryValue
M	apply	substitute	StringTemplate
M	apply	switchToHoveredGameMode	GameModeSwitcherScreen
M	apply	transform	DensityFunctions$Mapped,DensityFunctions$PureTransformer,DensityFunctions$TransformerWithContext
M	apply	update	CustomData,DedicatedServerSettings,ItemStack
M	apply	updateEnchantments	EnchantmentHelper
M	apply	uploadInterpolatedFrame	SpriteContents$InterpolationData
M	apply	visit	SnbtPrinterTagVisitor,StringTagVisitor,TextComponentTagVisitor
M	apply	visitNoise	DensityFunction$Visitor
M	apply	withDimensions	WorldCreationContext
M	apply	withOptions	WorldCreationContext
M	apply	writeAndReadTypedOrThrow	Util
M	areItemsAndComponentsEqual	isSameItemSameComponents	ItemStack
M	argument	createArgument	GameRules$Type
M	asItem	convertToItem	GsonHelper
M	asItem	getDropItem	VehicleEntity
M	asLong	convertToLong	GsonHelper
M	at	forIndex	DensityFunction$ContextProvider
M	bake	bakeModels	ModelBakery
M	bake	bakeQuad	FaceBakery
M	bake	bakeUncached	ModelBakery$ModelBakerImpl
M	bake	loadModels	ModelManager
M	base	fullBlock	BlockModelGenerators$BlockFamilyProvider
M	bind	_bindWrite	RenderTarget
M	bind	apply	ShaderInstance
M	bind	bindImmediateBuffer	BufferUploader
M	bind	startTcpServerListener	ServerConnectionListener
M	block	create	ModelTemplates
M	block	entersBlock	EnterBlockTrigger$TriggerInstance
M	block	fullBlockVariant	BlockModelGenerators$BlockFamilyProvider
M	block	makeStateRule	SurfaceRuleData
M	block	parseForBlock	BlockStateParser
M	block	setBlock	LocationPredicate$Builder
M	block	state	SurfaceRules
M	blocks	of	BlockPredicate$Builder
M	bootstrap	bootStrap	BuiltInRegistries
M	bootstrap	registerOverworlds	WorldPresets$Bootstrap
M	bootstrap	run	FlatLevelGeneratorPresets$Bootstrap
M	build	addFixers	DataFixers
M	build	buildFromMapTrusted	DataComponentMap$Builder
M	build	compile	SectionCompiler
M	build	create	CompositeLootItemCondition$Builder,CubicSpline$Multipoint,CycleButton$Builder,LootContext$Builder,LootParams$Builder,StateDefinition$Builder
M	build	createCompositeState	RenderType$CompositeState$CompositeStateBuilder
M	build	createRegion	RenderRegionCache
M	build	generate	SuffixArray
M	build	getCubes	CubeListBuilder
M	build	getFamily	BlockFamily$Builder
M	build	getSelector	EntitySelectorParser
M	build	protocol	ProtocolInfoBuilder
M	build	register	TelemetryEventType$Builder
M	build	resolve	FontManager$BuilderResult,VisGraph
M	build	save	Advancement$Builder
M	build	storeMesh	BufferBuilder
M	build	toImmutable	BundleContents$Mutable,ItemEnchantments$Mutable
M	build	unpack	GlyphProviderDefinition
M	builder	allOf	AllOfCondition
M	builder	alternatives	AlternativesEntry
M	builder	anyOf	AnyOfCondition
M	builder	bonusLevelFlatChance	BonusLevelTableCondition
M	builder	checkLocation	LocationCheck
M	builder	conditionReference	ConditionReference
M	builder	copyComponents	CopyComponentsFunction
M	builder	copyData	CopyCustomDataFunction
M	builder	copyName	CopyNameFunction
M	builder	copyState	CopyBlockState
M	builder	createStraightBlobTree	TreeFeatures
M	builder	dynamicEntry	DynamicLoot
M	builder	emptyItem	EmptyLootItem
M	builder	enchantWithLevels	EnchantWithLevelsFunction
M	builder	enchantment	Enchantment
M	builder	explosionDecay	ApplyExplosionDecay
M	builder	fillPlayerHead	FillPlayerHead
M	builder	functionReference	FunctionReference
M	builder	hasBlockStateProperties	LootItemBlockStatePropertyCondition
M	builder	hasDamageSource	DamageSourceCondition
M	builder	hasProperties	LootItemEntityPropertyCondition
M	builder	hasValue	ValueCheckCondition
M	builder	inlineLootTable	NestedLootTable
M	builder	invert	InvertedLootItemCondition
M	builder	killedByPlayer	LootItemKilledByPlayerCondition
M	builder	limitCount	LimitCount
M	builder	lootPool	LootPool
M	builder	lootTable	LootTable
M	builder	lootTableItem	LootItem
M	builder	lootTableReference	NestedLootTable
M	builder	lootingMultiplier	EnchantedCountIncreaseFunction
M	builder	makeExplorationMap	ExplorationMapFunction
M	builder	randomApplicableEnchantment	EnchantRandomlyFunction
M	builder	randomChance	LootItemRandomChanceCondition
M	builder	randomChanceAndLootingBoost	LootItemRandomChanceWithEnchantedBonusCondition
M	builder	setAmplifier	SetOminousBottleAmplifierFunction
M	builder	setAttributes	SetAttributesFunction
M	builder	setBannerPattern	SetBannerPatternFunction
M	builder	setComponent	SetComponentsFunction
M	builder	setContents	SetContainerContents
M	builder	setCount	SetItemCountFunction
M	builder	setCustomData	SetCustomDataFunction
M	builder	setDamage	SetItemDamageFunction
M	builder	setInstrumentOptions	SetInstrumentFunction
M	builder	setLore	SetLoreFunction
M	builder	setName	SetNameFunction
M	builder	setPotion	SetPotionFunction
M	builder	simpleBuilder	LootItemConditionalFunction,LootPoolSingletonContainer
M	builder	smelted	SmeltItemFunction
M	builder	stewEffect	SetStewEffectFunction
M	builder	survivesExplosion	ExplosionCondition
M	builder	tagContents	TagEntry
M	builder	toolMatches	MatchTool
M	builder	withLootTable	SetContainerLootTable
M	button	addButton	PopupScreen$Builder
M	c2s	createServerbound	CommonPacketTypes,ConfigurationPacketTypes,CookiePacketTypes,GamePacketTypes,HandshakePacketTypes,LoginPacketTypes
M	c2s	serverboundProtocol	ProtocolInfoBuilder
M	callback	onValueChange	Checkbox$Builder
M	canExtract	canTakeItemFromContainer	HopperBlockEntity
M	canExtract	canTakeItemThroughFace	WorldlyContainer
M	canInsert	canAddItem	SimpleContainer
M	canInsert	canPlaceItemInContainer	HopperBlockEntity
M	canInsert	canPlaceItemThroughFace	WorldlyContainer
M	canInsert	mayPlace	Slot
M	canInsertIntoSlot	canDragTo	AbstractContainerMenu
M	canInsertIntoSlot	canTakeItemForPickAll	AbstractContainerMenu
M	canInsertIntoSlot	shouldMoveToInventory	RecipeBookMenu
M	canInteractWithBlockAt	canInteractWithBlock	Player
M	canPlayerUse	stillValid	Container,EnderChestBlockEntity
M	canPlayerUse	stillValidBlockEntity	Container
M	canTakeItems	mayPickup	Slot
M	canUse	isValidBlock	ItemCombinerMenu
M	canUse	stillValid	AbstractContainerMenu
M	chain	resolveSignedMessage	MessageArgument
M	changed	onChanged	GameRules$Value
M	clamp	clampColor	LightTexture
M	clamp	clampToBounds	WorldBorder
M	clamp	clampToShape	SubShape
