# Yarn → Mojmap 成员对照表（m413 gradlew mojmapMembers 生成，勿手改）
# 过滤：仅本仓源码出现过的标识符 × 名字确实变了的成员；列=种类(M/F)	Yarn名	Mojmap名	宿主类(样本)
M	getHardness	getDestroySpeed	BlockBehaviour$BlockStateBase
M	getHeight	calculateHeight	PortalShape
M	getHeight	descriptionHeight	ReportReasonSelectionScreen
M	getHeight	getBaseHeight	ChunkGenerator
M	getHeight	getBbHeight	Entity
M	getHeight	getDripstoneHeight	DripstoneClusterFeature
M	getHeight	getGenDepth	WorldGenerationContext
M	getHeight	getLightSectionCount	LevelLightEngine
M	getHeight	getOwnHeight	Fluid,FluidState
M	getHeight	getPixelHeight	SheetGlyphInfo
M	getHeight	getSampleHeight	AbstractDebugChart
M	getHeight	getScreenHeight	Window
M	getHeight	getTreeHeight	AbstractHugeMushroomFeature,TrunkPlacer
M	getHeight	height	Column$Range,ColumnFeatureConfiguration,CraftingInput,GlStateManager$Viewport,ShapedRecipePattern,Stitcher$Entry
M	getHeldStacks	getItems	BaseContainerBlockEntity,CraftingContainer,SimpleContainer
M	getHolder	getCenter	ChunkGenerationTask
M	getHolder	getEntityRepresentation	ItemStack
M	getIngredients	ingredients	ShapedRecipePattern
M	getInstance	getToast	ToastComponent$ToastInstance
M	getInstance	instance	FallthroughTask
M	getInt	get	Settings
M	getInt	getAsInt	GsonHelper
M	getInt	getLightColor	ModelBlockRenderer$Cache
M	getIntArray	getAsIntArray	IntArrayTag
M	getInventory	getBodyArmorAccess	AbstractHorse
M	getInventory	getContainer	ChestBlock,ChestMenu,WorldlyContainerHolder
M	getInventory	getItemStacks	ContainerEntity
M	getItem	getAsItem	GsonHelper
M	getItem	getDefaultItem	EyeOfEnder,Fireball
M	getItem	updateItem	ItemStackTheFlatteningFix
M	getItem	upgradeItem	StatsCounterFix
M	getKey	frameId	MapFrame
M	getKey	getId	MapBanner,MapFrame
M	getKey	getMetadataSectionName	MetadataSectionSerializer
M	getKey	getName	KeybindContents
M	getKey	getOuterKey	SpatialLongSet$InternalMap
M	getKey	getRegistryKey	ResourceKeyArgument
M	getKey	getResourceKey	Registry
M	getKey	getUser	StoredUserEntry
M	getKey	key	Registry
M	getKey	toLowercase	LowerCaseEnumTypeAdapterFactory
M	getKey	type	ConfigurationTask
M	getKey	unwrap	ResourceOrTagKeyArgument$Result
M	getKey	unwrapKey	Holder
M	getLevel	getAmount	Fluid,FluidState
M	getLevel	getAnchor	ItemModelGenerator$Span
M	getLevel	getItemEnchantmentLevel	EnchantmentHelper
M	getLevel	getTicketLevel	GenerationChunkHolder,Ticket
M	getLevel	getTicketLevelAt	DistanceManager,TickingTracker
M	getList	getListOfCompoundsOrNull	ChunkSerializer
M	getList	getOrCreateOffsetList	ChunkAccess
M	getList	list	StructureProcessorList
M	getLogger	logger	TelemetryEventLog
M	getLogger	openLogger	TelemetryLogManager
M	getLong	getAsLong	GsonHelper
M	getLongArray	getAsLongArray	LongArrayTag
M	getMatchingStacks	getItems	Ingredient
M	getMaxCount	getDefaultMaxStackSize	Item
M	getMaxCount	getLimit	ParticleGroup
M	getMaxCount	getMaxStackSize	Container,ItemStack
M	getMaxCountPerStack	getMaxStackSize	Container
M	getMaxItemCount	getMaxStackSize	Slot
M	getMaxLevel	getRadius	ChunkDependencies
M	getMeasuringTimeMs	getMillis	Util
M	getMessage	fullDescription	ModCheck
M	getMessage	getArgument	CommandSigningContext
M	getMessage	getIdent	QueryThreadGs4$RequestChallenge
M	getMessage	getTitle	CrashReport
M	getMessage	messageComponent	FunctionInstantiationException
M	getMinPower	getMinCost	Enchantment
M	getModel	getArmorModel	HumanoidArmorLayer
M	getModel	getBlockModel	BlockModelShaper,BlockRenderDispatcher
M	getModel	getItemModel	ItemModelShaper
M	getModel	getTemplate	TexturedModel
M	getModel	getVariant	Selector
M	getModelDependencies	getDependencies	UnbakedModel
M	getModifiers	makeAttributeMap	EnchantmentAttributeEffect
M	getName	backendName	ReportType
M	getName	buildName	Stat
M	getName	debugString	BehaviorControl
M	getName	describePreset	WorldCreationUiState$WorldTypeEntry
M	getName	generateName	BeeDebugPayload$BeeInfo,BreezeDebugPayload$BreezeInfo
M	getName	getAttributeDescription	AttributeCommand
M	getName	getDescription	EntityType,Environment,Item,MetricCategory
M	getName	getDisplayName	MobEffect,StatType
M	getName	getElementName	VertexFormat
M	getName	getFilename	ChainedJsonException$Entry
M	getName	getFolderName	RecipeCategory
M	getName	getFullname	Enchantment
M	getName	getHoverName	ItemStack
M	getName	getId	ContextNbtProvider$Getter,GameRules$Key,ObjectiveCriteria$RenderType,PackSelectionModel$Entry,PlayerModelPart,TextureSlot
M	getName	getKey	CrashReportCategory$Entry,Difficulty
M	getName	getLayer	ModelLayerLocation
M	getName	getLevelId	LevelSummary
M	getName	getMsgId	DamageSource
M	getName	getObjectiveName	ClientboundSetDisplayObjectivePacket,ClientboundSetObjectivePacket
M	getName	getPackId	TransferableSelectionList$PackEntry
M	getName	getPlayerName	PlayerEntry
M	getName	getRecipeGroup	BlockFamily$Variant
M	getName	getSerializationKey	Heightmap$Types
M	getName	getTextName	CommandSourceStack
M	getName	getTitle	ClientboundOpenScreenPacket
M	getName	getType	TickingBlockEntity
M	getName	id	PacketFlow,PlayerSkin$Model
M	getName	locationToKey	Stat
M	getName	name	ProcessorHandle,SectionRenderDispatcher$RenderSection$CompileTask
M	getName	serialize	TextColor
M	getName	symbol	Mirror
M	getName	telemetryName	Util$OS
M	getNamespace	extractNamespace	FilePackResources
M	getNbt	get	ContextNbtProvider$Getter,NbtProvider
M	getNbt	getData	DataAccessor
M	getNbt	getEntityToSpawn	SpawnData
M	getNbt	getSingleTag	DataCommands
M	getNbt	getTag	ClientboundBlockEntityDataPacket,ClientboundTagQueryPacket
M	getNbt	getUnsafe	CustomData
M	getNbt	read	ChunkStorage
M	getOpposite	opposite	Direction$AxisDirection
M	getOrDefault	getTexture	TextureManager
M	getOrThrow	byIdOrThrow	IdMap
M	getOrThrow	lookupOrThrow	HolderGetter$Provider
M	getPath	elementsDirPath	Registries
M	getPath	getFile	MinecraftServer
M	getPath	getNbtPath	NbtContents
M	getPath	getOutputFolder	PackOutput
M	getPath	getProviderCachePath	HashCache
M	getPath	resolvePath	FileUtil
M	getPath	resourcePath	LevelStorageSource$LevelDirectory
M	getPlayer	findSinglePlayer	EntitySelector
M	getPlayer	getPlayerByName	PlayerList
M	getPlayerList	getOnlinePlayers	ClientPacketListener
M	getPlayerList	getPlayers	PlayerList,Team
M	getPlayers	findPlayers	EntitySelector
M	getPlayers	getNearbyPlayers	EntityGetter
M	getPlayers	players	EntityGetter
M	getPosition	center	Explosion
M	getPosition	find	PoiManager
M	getPosition	getCoordinate	SpawnParticlesEffect$PositionSource
M	getPosition	getPointOnPlane	Camera$NearPlane
M	getPosition	getRandom	PoiManager
M	getPosition	getRotationPivot	StructurePlaceSettings
M	getPosition	getSourcePosition	DamageSource
M	getPosition	positionTooltip	ClientTooltipPositioner
M	getPosition	selectionConfig	Pack
M	getPosition	take	PoiManager
M	getRandom	getRandomElement	HolderSet
M	getRandom	getRandomItem	WeightedRandom
M	getRandom	getRandomString	DebugEntityNameGenerator
M	getRandom	getSpawnVariant	Axolotl$Variant
M	getRandom	random	FeaturePlaceContext,TreeDecorator$Context
M	getRecipeFor	getCookableRecipe	CampfireBlockEntity
M	getResultSlotIndex	getResultSlot	ItemCombinerMenu
M	getSections	getChunkSections	EntitySectionStorage
M	getSections	getExistingSectionPositionsInChunk	EntitySectionStorage
M	getServer	getServerData	ServerSelectionList$OnlineServerEntry
M	getServer	getSingleplayerServer	Minecraft
M	getShape	getVoxelShape	BellBlock,GrindstoneBlock
M	getSize	base	TropicalFish$Pattern
M	getSize	calculateFrameSize	AnimationMetadataSection
M	getSize	getDiameter	StoringChunkProgressListener
M	getSize	getNumSectors	RegionFile
M	getSize	getOldSize	ClientboundInitializeBorderPacket,ClientboundSetBorderLerpSizePacket
M	getSize	getQuadSize	SingleQuadParticle
M	getSize	getStructureSize	StructureBlockEntity
M	getSize	size	CompoundTag,CustomData,DeltaFeatureConfiguration,ItemEnchantments,RecipeInput,StrictQueue
M	getSize	variantArea	Painting
M	getSlot	get	GhostRecipe
M	getSlot	getObjectiveDisplaySlotCount	ServerScoreboard
M	getSlot	getSlotNum	ServerboundContainerClickPacket
M	getSource	createCommandSourceStack	BaseCommandBlock
M	getSource	getDirectEntity	DamageSource
M	getSource	getPackSource	Pack,PackSelectionModel$Entry
M	getSource	random	RandomSequence
M	getSource	sourceToString	GlDebug
M	getSprite	get	MapDecorationTextureManager,MobEffectTextureManager,SpriteSet
M	getSprite	sprite	Material
M	getStackInHand	getItemInHand	LivingEntity
M	getString	asString	NbtPathArgument$NbtPath
M	getString	filteredOrEmpty	FilteredText
M	getString	get	Settings
M	getString	getAsString	GsonHelper
M	getString	getPlainText	SubStringSource
M	getString	getRequiredString	JsonUtils
M	getString	stringFromByteArray	PktUtils
M	getTag	getListenableEvents	VibrationSystem$User
M	getTag	key	HolderSet$Named
M	getTagOrEmpty	getTag	ServerFunctionLibrary
M	getTags	getAvailableTags	ServerFunctionLibrary
M	getTickCount	adjustedTickDelay	Goal
M	getTickCount	count	TickAccess
M	getTicker	createTicker	MinecartSpawner
M	getTime	getGameTime	ClientboundSetTimePacket,Level,LevelData
M	getTime	wobble	ItemProperties$1
M	getTopY	getHeight	LevelReader,PlacementContext
M	getTopY	getMaxBuildHeight	LevelHeightAccessor
M	getTopY	getMaxLightSection	LevelLightEngine
M	getTopY	getMaxY	LargeDripstoneFeature$LargeDripstone
M	getTransform	storePose	ModelPart
M	getTransformation	createTransformation	Display
M	getTransformation	getTransform	BlockModel,ItemTransforms
M	getTransformation	getTransforms	BakedModel
M	getType	byId	Boat$Type,ObjectiveCriteria$RenderType
M	getType	byName	Boat$Type
M	getType	fullStatus	ChunkLevel
M	getType	getB0	ClientboundBlockEventPacket
M	getType	getBodyType	AnimalArmorItem
M	getType	getCategory	MetricSampler
M	getType	getId	Tag
M	getType	getMode	ServerboundSetCommandBlockPacket
M	getType	getParamSet	LootTable
M	getType	getPhase	DragonPhaseInstance
M	getType	getPlane	Direction$Axis
M	getType	getPoiType	PoiRecord
M	getType	getProperty	ItemOverride$Predicate
M	getType	getRenderType	ClientboundSetObjectivePacket,Particle
M	getType	getTagType	CompoundTag
M	getType	getToken	Toast
M	getType	getValueClass	Property
M	getType	kind	Holder
M	getType	narrationPriority	NarratableEntry
M	getType	readParticleType	ParticleArgument
M	getType	type	BlockPredicate,BlockStateProvider,ComponentContents,DamageSource,DataSource,FeatureSize
M	getType	typeToString	GlDebug
M	getU	u	OverlayTexture
M	getV	v	OverlayTexture
M	getValue	asInt	Weight
M	getValue	calculate	LevelBasedValue
M	getValue	calculateNewCount	ApplyBonusCount$Formula
M	getValue	findValueIndex	Climate$ParameterList
M	getValue	get	BehaviorBuilder$Instance,BlockItemStateProperties,OptionInstance
M	getValue	getCycledValue	CycleButton
M	getValue	getEndpointFromConfig	TextFilterClient
M	getValue	getObject	InteractionResultHolder
M	getValue	getParam	ClientboundGameEventPacket
M	getValue	getValueFromNullable	MappedRegistry
M	getValue	glFormat	NativeImage$InternalGlFormat
M	getValue	location	ResourceKey
M	getValue	unwrap	EitherHolder
M	getValue	value	MemoryAccessor
M	getValue	valueAtTick	MetricSampler$SamplerResult
M	getValue	weightedValue	GossipContainer$GossipEntry
M	getWidth	calculateWidth	PortalShape
M	getWidth	descriptionWidth	ReportReasonSelectionScreen
M	getWidth	getBbWidth	Entity
M	getWidth	getDistanceUntilEdgeAboveFrame	PortalShape
M	getWidth	getPixelWidth	SheetGlyphInfo
M	getWidth	getScreenWidth	Window
M	getWidth	stringWidth	StringSplitter
M	getWidth	width	CraftingInput,Font,GlStateManager$Viewport,ShapedRecipePattern,Stitcher$Entry,Toast
M	getWorldChunk	getChunk	ChunkSource
M	getWorldChunk	getChunkAt	Level
M	getWorldChunk	getChunkNow	ChunkSource
M	getWorldChunk	getTickingChunk	ChunkHolder
M	getX	nextX	Cursor3D
M	getX	u	UVPair
M	getX	x	FreeTypeUtil,GlStateManager$Viewport,Position
M	getX	xpos	MouseHandler
M	getY	getIndex	LeavesFix$Section
M	getY	getSpawnY	SpreadPlayersCommand$Position
M	getY	nextY	Cursor3D
M	getY	resolveY	VerticalAnchor
M	getY	v	UVPair
M	getY	y	GlStateManager$Viewport,Position
M	getY	ypos	MouseHandler
M	getZ	nextZ	Cursor3D
M	getZ	z	Position
M	give	throwItem	BehaviorUtils
M	group	recipeGroupPrefix	BlockFamily$Builder
M	grow	ensureStorage	RenderSystem$AutoStorageIndexBuffer
M	grow	expandTag	TagEntry
M	grow	growBamboo	BambooSaplingBlock
M	grow	performBonemeal	BonemealableBlock
M	grow	placeGrownFlower	ChorusFlowerBlock
M	grow	placeWithRandomHeight	BigDripleafBlock
M	grow	resize	ByteBufferBuilder
M	grow	spreadAll	MultifaceSpreader
M	grow	spreadFromFaceTowardAllDirections	MultifaceSpreader
M	grow	spreadFromFaceTowardDirection	MultifaceSpreader
M	grow	spreadFromFaceTowardRandomDirection	MultifaceSpreader
M	grow	spreadFromRandomFaceTowardRandomDirection	MultifaceSpreader
M	handle	dispatch	ServerboundInteractPacket,ServerboundInteractPacket$Action
M	handle	handleInvitation	RealmsPendingInvitesScreen
M	handle	processPacket	QueryThreadGs4
M	has	contains	EntityTickList,VertexFormat
M	has	hasAttribute	AttributeSupplier
M	has	isClassRecognized	ArgumentTypeInfos
M	has	isLoaded	PersistentEntitySectionManager
M	hasItem	getHasName	RecipeProvider
M	hasItem	hasCollectedTreeItems	FindTreeTutorialStepInstance
M	hash	createHash	Node
M	hash	digestData	Crypt
M	hash	hashFile	HttpUtil
M	hash	index	PathTypeCache
M	hashCode	getSeed	Mth
M	hashCode	hash	ChunkPos
M	hashCode	hashItemAndComponents	ItemStack
M	hold	animateCrossbowHold	AnimationUtils
M	hypot	length	Mth
M	id	createType	CustomPacketPayload
M	ifPresent	ifSuccess	ChunkResult
M	in	allTestsInClass	TestFinder$Builder
M	increment	grow	ItemStack
M	increment	onReceive	BandwidthDebugMonitor
M	index	getIndex	Aquifer$NoiseBasedAquifer
M	index	idFor	Palette
M	indexOf	findIndex	RealmsSlotOptionsScreen
M	indexOf	findSlotMatchingUnusedItem	Inventory
M	indexOf	pack	MessageSignatureCache
M	info	printDebugLog	GlDebug
M	init	arrangeElements	TabNavigationBar
M	init	calculateFrustum	Frustum
M	init	collectRegisteredValues	RegistrySetBuilder$RegistryStub
M	init	configureForServerControl	DownloadedPackSource
M	init	createContents	BuiltInRegistries
M	init	createFrameBuffer	MainTarget
M	init	createPreferredParentTag	NbtPathArgument$Node
M	init	ensureDecomposed	Transformation
M	init	populateCaches	LegacyStructureDataHandler
M	init	prepare	NodeEvaluator
M	init	prepareTestStructure	GameTestInfo
M	init	registerTextures	LoadingOverlay
M	init	reset	Listener
M	init	resetPieces	StrongholdPieces
M	init	resetPos	LocalPlayer
M	init	setEffect	BeaconScreen$BeaconPowerButton
M	init	update	AdvancementProgress
M	input	define	ShapedRecipeBuilder
M	input	requires	ShapelessRecipeBuilder
M	input	withSlot	ItemCombinerMenuSlotDefinition$Builder
M	insert	charTyped	TextFieldHelper
M	insert	distributeToContainer	LootCommand
M	insert	ejectItems	HopperBlockEntity
M	insert	insertText	TextFieldHelper
M	interact	createInteractionPacket	ServerboundInteractPacket
M	interact	interactOn	Player
M	interact	onInteraction	ServerboundInteractPacket$Handler
M	interact	usedBy	BaseCommandBlock
M	isAir	isEmpty	PlacementUtils
M	isAir	isEmptyBlock	LevelReader
M	isChunkLoaded	areEntitiesLoaded	ServerLevel
M	isChunkLoaded	hasChunk	ChunkSource,LevelReader
M	isChunkLoaded	hasChunkAt	LevelReader
M	isEmpty	alwaysMatches	DataComponentPredicate
M	isEmpty	clear	PoseStack
M	isEmpty	hasNoRenderableLayers	SectionRenderDispatcher$CompiledSection
M	isEmpty	hasOnlyAir	LevelChunkSection
M	isEmpty	isEmptyMap	ExtraCodecs$7
M	isEmpty	isIncomplete	Recipe
M	isEmpty	isNullOrEmpty	Optionull,StringUtil
M	isEmpty	isQueueEmpty	SectionRenderDispatcher
M	isFocused	isTerminal	NarratableEntry$NarrationPriority
M	isOpen	isConnected	Connection
M	isOpen	isMenuActive	SpectatorGui
M	isOpen	isVisible	CommandSuggestions,RecipeBookComponent
M	isRunning	alreadyRunning	ChaseCommand
M	isRunning	isPollinating	Bee$BeePollinateGoal
M	isRunning	isStarted	AnimationState
M	isVisible	cubeInFrustum	Frustum
M	isVisible	getVisible	BossBarCommands
M	isVisible	isBodyVisible	LivingEntityRenderer
M	isVisible	withinContentAreaTopBottom	AbstractScrollWidget
M	item	createItem	ModelTemplates
M	item	usedItem	ConsumeItemTrigger$TriggerInstance
M	items	hasItems	InventoryChangeTrigger$TriggerInstance
M	items	of	ItemPredicate$Builder
M	join	compose	LootItemFunctions
M	join	fetchServerAddress	GetServerDetailsTask
M	join	formatList	ComponentUtils
M	keySet	propertySet	TelemetryPropertyMap
M	keys	getRecipeIds	RecipeManager
M	lengthSquared	lengthSqr	Vec3
M	level	constructedBeacon	ConstructBeaconTrigger$TriggerInstance
M	light	interact	RedStoneOreBlock
M	light	lightChunk	ThreadedLevelLightEngine
M	light	setComposite	LightPredicate$Builder
M	light	setLight	LocationPredicate$Builder,VertexConsumer
M	light	setUv2	VertexConsumer
M	lightmap	setLightmapState	RenderType$CompositeState$CompositeStateBuilder
M	listAllOfType	getAllRecipesFor	RecipeManager
M	load	appendFrom	ClientLanguage
M	load	applySettings	WorldBorder
M	load	applyTags	TagCollector
M	load	compileShaderInternal	Program
M	load	createFromConfig	TextFilterClient
M	load	createResourceManager	WorldLoader$PackConfig
M	load	draw	ProjectileWeaponItem
M	load	fromFile	DedicatedServerProperties
M	load	fromJson	ParticleDescription
M	load	loadAllBlockStates	BlockStateModelLoader
M	load	loadAndBuild	TagLoader
M	load	loadAndStitch	SpriteLoader
M	load	loadFrom	ClientLanguage
M	load	loadFromJson	Language
M	load	loadFromTag	GameRules
M	load	loadRegistries	RegistryDataCollector$ContentsCollector
M	load	loadWorldDataBlocking	WorldOpenFlows
M	load	loadWorldStem	WorldOpenFlows
M	load	parseTranslations	Language
M	load	postReload	ServerFunctionManager
M	load	read	RealmsPersistence
M	load	reloadWorldList	WorldSelectionList
M	load	run	SpriteSource
M	load	safeLoad	FontManager
M	load	scanDirectory	SimpleJsonResourceReloadListener
M	load	scheduleChunkGenerationTask	GenerationChunkHolder
M	load	scheduleChunkInLayer	ChunkGenerationTask
M	load	updateTags	TagCollector
M	load	upload	FaviconTexture
M	load	wrapCreditsIO	WinScreen
M	location	located	EntityPredicate$Builder
M	log	infoWithFallback	SummaryReporter
M	log	logLine	LoggedPrintStream
M	log	logWithHorizontal	BlockModelGenerators$WoodProvider
M	make	create	ModelTemplates
M	make	forBlock	BlockPredicate
M	map	decorateOutput	FormattedCharSequence
M	map	getValue	SingleKeyCache
M	map	p	ImprovedNoise,SimplexNoise
M	map	permutation	SymmetricGroup3
M	map	rotate	OctahedralGroup
M	map	sizeLimitedMap	ExtraCodecs
M	map	split	VerticalAnchor
M	mark	markPosition	ChunkMap
M	markDirty	blockEntityChanged	Level
M	markDirty	markChanged	VaultServerData
M	markDirty	markColorsDirty	MapItemSavedData$HoldingPlayer
M	markDirty	onUpdated	BaseCommandBlock
M	markDirty	setChanged	BlockEntity,Container,Slot
M	markDirty	setColorsDirty	MapItemSavedData
M	markDirty	setDirty	Raid,SavedData
M	markRemoved	setRemoved	BlockEntity
M	master	forUI	SimpleSoundInstance
M	match	canCraft	StackedContents
M	match	tryPick	StackedContents$RecipePicker
M	matches	compareNbt	NbtUtils
M	matches	is	Holder,PotionContents
M	matches	isMatchingEntity	NearestVisibleLivingEntitySensor
M	matches	isSupporting	SupportType
M	matches	matchSlots	SlotsPredicate
M	matches	matchedBy	CustomData
M	matches	mayPlaceItem	BrewingStandMenu$FuelSlot,BrewingStandMenu$PotionSlot
M	matches	parse	Term
M	matches	recipeMatches	RecipeBookMenu
M	matches	test	AdvancementRequirements,EquipmentSlotGroup,ItemCost
M	max	mergeValuesForTransfer	GossipContainer
M	maxCount	stacksTo	Item$Properties
M	merge	accept	NbtOps$ListCollector
M	merge	acceptAll	NbtOps$ListCollector
M	merge	mergeWith	SculkSpreader$ChargeCursor
M	mix	mixed	RandomSupport$Seed128bit
M	modifiers	orePlacement	OrePlacements
M	modifiers	worldSurfaceSquaredWithCount	VegetationPlacements
M	mouseClicked	handleChatQueueClicked	ChatComponent
M	move	moveBlocks	PistonBaseBlock
M	move	offset	BlockBox
M	move	scroll	AdvancementTab
M	move	setPower	Particle
M	move	setWantedMovement	Slime$SlimeMoveControl
M	name	getEntityName	DebugEntityNameGenerator
M	name	getName	Property
M	name	getTerm	Condition$TerminalCondition
M	name	joinValues	Condition$TerminalCondition
M	name	ownerName	PlayerScoreEntry
M	narration	withCustomNarration	CycleButton$Builder
M	nbt	hasNbt	BlockPredicate$Builder
M	nbt	tagCodec	ByteBufCodecs
M	next	advance	Path,SignedMessageLink
M	next	cycle	CameraType
M	next	findNextInIterable	Util
M	next	getNext	GameModeSwitcherScreen$GameModeIcon
M	next	nextBits	XoroshiroRandomSource
M	next	nextGaussian	MarsagliaPolarGaussian
M	next	nextLong	Xoroshiro128PlusPlus
M	next	sample	ClampedNormalInt
M	nextFloat	getFloat	NumberProvider
M	nextInt	getInt	NumberProvider
M	normal	setNormal	VertexConsumer
M	normalize	ensureNamespaced	NamespacedSchema
M	normalize	fromUnnormalized	GivensParameters
M	normalize	normalizeChatMessage	ChatScreen
M	normalize	normalized	Vec2
M	of	allOf	DataComponentPredicate
M	of	atLowerCornerOf	Vec3
M	of	bind	ItemTags
M	of	biome	BiomeFilter
M	of	blockSetOnFire	LightningBoltPredicate
M	of	byDistance	VertexSorting
M	of	composite	DataComponentMap,FormattedCharSequence
M	of	contextAware	SingletonArgumentInfo
M	of	contextFree	SingletonArgumentInfo
M	of	create	BannerPatternTags,BannerPatterns,BehaviorBuilder,BiomeTags,BlockTags,BooleanProperty
M	of	createArmorTrimTemplate	SmithingTemplateItem
M	of	createDefault	EntityAttachments
M	of	createFixedRangeEvent	SoundEvent
M	of	createForClient	MapItemSavedData
M	of	createForColorTexture	GlyphRenderTypes
M	of	createForContextRegistry	RegistrySetBuilder$1Entry
M	of	createForNewRegistry	RegistrySetBuilder$1Entry
M	of	createFresh	MapItemSavedData
M	of	createKey	Blocks,BuiltinStructures,CatVariant,FeatureUtils,FrogVariant,Items
M	of	createRegistryKey	Registries
M	of	createStarted	ActiveMetricsRecorder
M	of	createUnchecked	Brain$MemoryValue,TypedDataComponent
M	of	createVariableRangeEvent	SoundEvent
M	of	direct	Holder,HolderSet
M	of	empty	ResourceLocationSearchTree
M	of	emptyNamed	HolderSet
M	of	error	ChunkResult
M	of	exceptionallySend	PacketSendListener
M	of	forBlocks	Tool$Rule
M	of	forContainer	SlotAccess
M	of	forEquipmentSlot	SlotAccess
M	of	forMaxDepth	SurfaceWaterDepthFilter
M	of	forPredicate	BlockPredicateFilter
M	of	forStep	CarvingMaskPlacement
M	of	forTag	Tool$Rule
M	of	from	Filterable
M	of	fromBatches	GameTestRunner$Builder
M	of	fromEntryUnchecked	TypedDataComponent
M	of	fromMapEntry	RegistryAccess$RegistryEntry
M	of	fromNamespaceAndPath	ResourceLocation
M	of	fromRegistryOfRegistries	RegistryAccess
M	of	fromTerm	Rule
M	of	fromUntyped	RegistryAccess$RegistryEntry
M	of	getFromGameType	GameModeSwitcherScreen$GameModeIcon
M	of	getGlobalTags	StorageDataAccessor
M	of	inOpenWater	FishingHookPredicate
M	of	key	Enchantments
M	of	leaf	ComponentPath
M	of	load	SpriteSourceList
M	of	nullToEmpty	Component
M	of	ofMember	StreamCodec
M	of	ofSize	AABB
M	of	offsetAndRotation	PartPose
M	of	onAverageOnceEvery	RarityFilter
M	of	onHeightmap	HeightmapPlacement
M	of	oneTradeInBiomes	VillagerTrades$TypeSpecificTrade
M	of	overrideSpeed	Tool$Rule
M	of	parse	ResourceLocation
M	of	parseKey	Pools
M	of	passThrough	Filterable
M	of	path	ComponentPath
M	of	player	LoggedChatMessage
M	of	point	Climate$Parameter
M	of	register	BuiltinDimensionTypes,BuiltinStructureSets,FlatLevelGeneratorPresets,MultiNoiseBiomeSourceParameterLists,WorldPresets
M	of	registryKey	TrimMaterials,TrimPatterns
M	of	root	SignedMessageLink
M	of	scanningFor	EnvironmentScanPlacement
M	of	simple	BlockStateProvider,CommandBuildContext,RuleBasedBlockStateProvider
M	of	single	SimpleWeightedRandomList
M	of	singleSlot	TextureMapping
M	of	sized	SlimePredicate
M	of	span	Climate$Parameter
M	of	spread	InSquarePlacement
M	of	system	LoggedChatMessage
M	of	translationArg	Component
M	of	translucentState	RenderType
M	of	tryGet	SuspiciousEffectHolder
M	of	unsigned	SignedMessageLink
M	of	valueOf	ByteTag,DoubleTag,FloatTag,IntTag,LongTag,ShortTag
M	of	wrap	WeightedEntry
M	ofEntries	fromValues	Ingredient
M	ofSize	createWithCapacity	NonNullList
M	ofSize	withSize	NonNullList
M	offset	addToOffset	StringSplitter$LineBreakFinder
M	offset	at	BlockPlaceContext
M	offset	getNeighborIndexAtFace	VisGraph
M	offset	getStep	Direction$AxisDirection
M	offset	move	AABB,VoxelShape
M	offset	moved	BoundingBox
M	offset	offsetType	BlockBehaviour$Properties
M	offset	relative	Vec3,Vec3i
M	onButtonClick	clickMenuButton	AbstractContainerMenu
M	onButtonClick	handleContainerButtonClick	ServerGamePacketListener
M	onButtonClick	onHiddenOrShown	PlayerEntry
M	onChange	onReportChanged	AbstractReportScreen
M	onChange	onValueChange	MultilineTextField
M	onClicked	overrideOtherStackedOnMe	Item,ItemStack
M	onClose	stopOpen	Container,EnderChestBlockEntity
M	onClosed	onClose	PopupScreen$Builder
M	onClosed	removed	AbstractContainerMenu
M	onContentChanged	slotsChanged	AbstractContainerMenu
M	onSlotClick	clicked	AbstractContainerMenu
M	onStateReplaced	dropContentsOnDestroy	Containers
M	onStateReplaced	onRemove	BlockBehaviour,BlockBehaviour$BlockStateBase
M	onTake	onSwapCraft	Slot
M	onTakeItem	onTake	Slot
M	open	confirmLinkNow	ConfirmLinkScreen
M	open	create	MenuScreens
M	open	detectPackResources	PackDetector
M	open	fromPacket	MenuScreens$ScreenConstructor
M	open	getOrCreateZipFile	FilePackResources$SharedZipFileAccess
M	open	getResource	PackResources,PathPackResources
M	open	interactWithContainerVehicle	ContainerEntity
M	open	loadPaletteEntryFromImage	PalettedPermutations
M	open	openChannel	EventLogDirectory$RawFile
M	open	openFile	Util$OS
M	open	openPath	Util$OS
M	open	openPrimary	Pack$ResourcesSupplier
M	open	openUri	Util$OS
M	open	openedTab	ServerboundSeenAdvancementsPacket
M	open	returnFileIfExists	PathPackResources
M	openHandledScreen	openMenu	Player
M	overlay	setOverlay	VertexConsumer
M	overlay	setOverlayState	RenderType$CompositeState$CompositeStateBuilder
M	overlay	setUv1	VertexConsumer
M	pack	asLong	ColumnPos
M	pack	createPackSymlinkWarningScreen	NoticeWithLinkScreen
M	pack	encode	VecDeltaCodec
M	pack	getIndex	VisGraph
M	pack	packFilled	DataLayer
M	pack	toLong	ColumnPos
M	params	bind	ChatType
M	parse	captureRead	Brain$1
M	parse	create	MinMaxBounds$Ints
M	parse	deserialize	LootDataType
M	parse	fromReader	MinMaxBounds,MinMaxBounds$Doubles,MinMaxBounds$Ints,WrappedMinMaxBounds
M	parse	fromString	StringTemplate
M	parse	getValue	Property
M	parse	of	NbtPathArgument$NbtPath
M	parse	parseColor	TextColor
